,Result,Confidance of being Cracked
22891,Negative (Not Crack),0.046066
22892,Positive(Crack) ,0.999896
22893,Negative (Not Crack),0.078916
22894,Positive(Crack) ,0.999998
22895,Negative (Not Crack),0.051403
22896,Positive(Crack) ,1
22897,Negative (Not Crack),0.053635
22898,Positive(Crack) ,0.999929
22899,Negative (Not Crack),0.043353
22900,Positive(Crack) ,1
22901,Negative (Not Crack),0.068823
22902,Positive(Crack) ,0.999986
22903,Negative (Not Crack),0.058497
22904,Positive(Crack) ,0.999992
22905,Negative (Not Crack),0.042687
22906,Positive(Crack) ,0.999999
22907,Negative (Not Crack),0.093876
22908,Negative (Not Crack),0.321701
22909,Negative (Not Crack),0.116955
22910,Positive(Crack) ,0.999727
22911,Negative (Not Crack),0.048909
22912,Positive(Crack) ,0.999996
22913,Negative (Not Crack),0.043454
22914,Positive(Crack) ,0.999951
22915,Negative (Not Crack),0.046074
22916,Positive(Crack) ,0.998389
22917,Negative (Not Crack),0.030871
22918,Positive(Crack) ,0.999999
22919,Negative (Not Crack),0.036779
22920,Positive(Crack) ,0.999997
22921,Negative (Not Crack),0.052257
22922,Positive(Crack) ,0.999101
22923,Negative (Not Crack),0.04613
22924,Positive(Crack) ,0.998499
22925,Negative (Not Crack),0.033214
22926,Positive(Crack) ,0.999921
22927,Negative (Not Crack),0.048466
22928,Positive(Crack) ,1
22929,Negative (Not Crack),0.050441
22930,Positive(Crack) ,0.941689
22931,Negative (Not Crack),0.049767
22932,Positive(Crack) ,0.999766
22933,Negative (Not Crack),0.054579
22934,Positive(Crack) ,1
22935,Negative (Not Crack),0.080928
22936,Positive(Crack) ,0.987218
22937,Negative (Not Crack),0.087041
22938,Negative (Not Crack),0.237144
22939,Negative (Not Crack),0.470053
22940,Positive(Crack) ,0.999996
22941,Negative (Not Crack),0.064844
22942,Negative (Not Crack),0.292349
22943,Negative (Not Crack),0.070972
22944,Positive(Crack) ,0.736653
22945,Negative (Not Crack),0.089956
22946,Positive(Crack) ,0.753423
22947,Negative (Not Crack),0.129587
22948,Positive(Crack) ,1
22949,Negative (Not Crack),0.045171
22950,Positive(Crack) ,0.999973
22951,Negative (Not Crack),0.057061
22952,Positive(Crack) ,0.998161
22953,Negative (Not Crack),0.043694
22954,Positive(Crack) ,0.547137
22955,Negative (Not Crack),0.065096
22956,Positive(Crack) ,0.999933
22957,Negative (Not Crack),0.034304
22958,Positive(Crack) ,0.999533
22959,Negative (Not Crack),0.037551
22960,Positive(Crack) ,1
22961,Negative (Not Crack),0.064293
22962,Positive(Crack) ,0.999516
22963,Negative (Not Crack),0.048825
22964,Positive(Crack) ,0.999988
22965,Negative (Not Crack),0.070744
22966,Positive(Crack) ,0.999994
22967,Negative (Not Crack),0.046091
22968,Positive(Crack) ,0.999883
22969,Negative (Not Crack),0.04025
22970,Positive(Crack) ,0.946408
22971,Negative (Not Crack),0.04435
22972,Positive(Crack) ,0.989937
22973,Negative (Not Crack),0.078274
22974,Positive(Crack) ,0.932062
22975,Negative (Not Crack),0.034441
22976,Positive(Crack) ,0.999999
22977,Negative (Not Crack),0.038282
22978,Positive(Crack) ,0.999998
22979,Negative (Not Crack),0.149587
22980,Positive(Crack) ,0.986729
22981,Negative (Not Crack),0.057411
22982,Positive(Crack) ,0.967841
22983,Negative (Not Crack),0.052937
22984,Positive(Crack) ,0.986609
22985,Negative (Not Crack),0.042835
22986,Positive(Crack) ,0.999974
22987,Negative (Not Crack),0.164231
22988,Positive(Crack) ,0.999991
22989,Negative (Not Crack),0.04499
22990,Positive(Crack) ,1
22991,Negative (Not Crack),0.065948
22992,Positive(Crack) ,0.999821
22993,Negative (Not Crack),0.029285
22994,Positive(Crack) ,0.937169
22995,Negative (Not Crack),0.056713
22996,Positive(Crack) ,0.999826
22997,Negative (Not Crack),0.077133
22998,Positive(Crack) ,0.999996
22999,Negative (Not Crack),0.045953
23000,Positive(Crack) ,0.998495
23001,Negative (Not Crack),0.064491
23002,Positive(Crack) ,1
23003,Negative (Not Crack),0.073865
23004,Positive(Crack) ,0.999907
23005,Negative (Not Crack),0.089005
23006,Positive(Crack) ,0.999999
23007,Negative (Not Crack),0.050339
23008,Positive(Crack) ,0.999869
23009,Negative (Not Crack),0.302893
23010,Positive(Crack) ,0.956239
23011,Negative (Not Crack),0.054516
23012,Positive(Crack) ,0.999872
23013,Negative (Not Crack),0.049428
23014,Positive(Crack) ,1
23015,Negative (Not Crack),0.046181
23016,Positive(Crack) ,0.997944
23017,Negative (Not Crack),0.063986
23018,Positive(Crack) ,0.999667
23019,Negative (Not Crack),0.054302
23020,Positive(Crack) ,1
23021,Negative (Not Crack),0.034765
23022,Positive(Crack) ,0.999894
23023,Negative (Not Crack),0.05173
23024,Positive(Crack) ,0.999996
23025,Negative (Not Crack),0.078698
23026,Positive(Crack) ,1
23027,Negative (Not Crack),0.026586
23028,Positive(Crack) ,0.965556
23029,Negative (Not Crack),0.052839
23030,Positive(Crack) ,0.999979
23031,Negative (Not Crack),0.093095
23032,Positive(Crack) ,1
23033,Negative (Not Crack),0.03831
23034,Positive(Crack) ,0.999996
23035,Negative (Not Crack),0.047743
23036,Positive(Crack) ,0.999908
23037,Negative (Not Crack),0.115562
23038,Positive(Crack) ,0.999796
23039,Negative (Not Crack),0.031987
23040,Positive(Crack) ,0.998967
23041,Negative (Not Crack),0.105766
23042,Positive(Crack) ,0.995744
23043,Negative (Not Crack),0.052978
23044,Positive(Crack) ,0.999995
23045,Negative (Not Crack),0.052766
23046,Positive(Crack) ,1
23047,Negative (Not Crack),0.06404
23048,Positive(Crack) ,1
23049,Negative (Not Crack),0.047668
23050,Positive(Crack) ,1
23051,Negative (Not Crack),0.054043
23052,Positive(Crack) ,0.999092
23053,Negative (Not Crack),0.037943
23054,Positive(Crack) ,0.923333
23055,Negative (Not Crack),0.097964
23056,Positive(Crack) ,0.999999
23057,Negative (Not Crack),0.042819
23058,Positive(Crack) ,0.999999
23059,Negative (Not Crack),0.057593
23060,Positive(Crack) ,1
23061,Negative (Not Crack),0.039795
23062,Positive(Crack) ,0.998537
23063,Negative (Not Crack),0.05289
23064,Positive(Crack) ,0.999914
23065,Negative (Not Crack),0.075468
23066,Positive(Crack) ,0.999999
23067,Negative (Not Crack),0.069614
23068,Positive(Crack) ,0.93366
23069,Negative (Not Crack),0.055697
23070,Positive(Crack) ,0.512105
23071,Negative (Not Crack),0.038854
23072,Positive(Crack) ,0.999997
23073,Negative (Not Crack),0.0419
23074,Positive(Crack) ,0.999999
23075,Negative (Not Crack),0.042367
23076,Positive(Crack) ,0.999995
23077,Negative (Not Crack),0.067824
23078,Positive(Crack) ,0.942447
23079,Negative (Not Crack),0.083217
23080,Positive(Crack) ,0.943998
23081,Negative (Not Crack),0.049362
23082,Positive(Crack) ,0.745831
23083,Negative (Not Crack),0.049299
23084,Positive(Crack) ,0.999999
23085,Negative (Not Crack),0.128279
23086,Positive(Crack) ,0.999821
23087,Negative (Not Crack),0.139523
23088,Positive(Crack) ,1
23089,Negative (Not Crack),0.059804
23090,Positive(Crack) ,0.999999
23091,Negative (Not Crack),0.090122
23092,Positive(Crack) ,0.999994
23093,Negative (Not Crack),0.057373
23094,Positive(Crack) ,1
23095,Negative (Not Crack),0.055218
23096,Positive(Crack) ,0.999999
23097,Negative (Not Crack),0.092943
23098,Positive(Crack) ,0.999998
23099,Negative (Not Crack),0.049285
23100,Negative (Not Crack),0.170365
23101,Negative (Not Crack),0.102855
23102,Negative (Not Crack),0.347942
23103,Negative (Not Crack),0.048122
23104,Positive(Crack) ,0.999832
23105,Negative (Not Crack),0.08222
23106,Positive(Crack) ,0.999999
23107,Negative (Not Crack),0.042082
23108,Positive(Crack) ,0.999994
23109,Negative (Not Crack),0.06796
23110,Positive(Crack) ,1
23111,Negative (Not Crack),0.058331
23112,Positive(Crack) ,0.999888
23113,Negative (Not Crack),0.030691
23114,Positive(Crack) ,1
23115,Negative (Not Crack),0.134085
23116,Positive(Crack) ,0.999983
23117,Negative (Not Crack),0.065367
23118,Positive(Crack) ,0.999981
23119,Negative (Not Crack),0.06034
23120,Positive(Crack) ,1
23121,Negative (Not Crack),0.034238
23122,Positive(Crack) ,0.999869
23123,Negative (Not Crack),0.050141
23124,Positive(Crack) ,1
23125,Negative (Not Crack),0.028352
23126,Positive(Crack) ,1
23127,Negative (Not Crack),0.050565
23128,Positive(Crack) ,0.996242
23129,Negative (Not Crack),0.043503
23130,Positive(Crack) ,0.999953
23131,Negative (Not Crack),0.04457
23132,Positive(Crack) ,1
23133,Negative (Not Crack),0.038847
23134,Positive(Crack) ,1
23135,Negative (Not Crack),0.046739
23136,Positive(Crack) ,0.999999
23137,Negative (Not Crack),0.045598
23138,Positive(Crack) ,1
23139,Negative (Not Crack),0.055949
23140,Positive(Crack) ,0.999999
23141,Negative (Not Crack),0.046373
23142,Positive(Crack) ,0.999997
23143,Negative (Not Crack),0.054646
23144,Positive(Crack) ,1
23145,Negative (Not Crack),0.046644
23146,Positive(Crack) ,0.999118
23147,Negative (Not Crack),0.086642
23148,Positive(Crack) ,0.999914
23149,Negative (Not Crack),0.029516
23150,Positive(Crack) ,0.999688
23151,Negative (Not Crack),0.055051
23152,Positive(Crack) ,1
23153,Negative (Not Crack),0.12838
23154,Positive(Crack) ,0.998709
23155,Negative (Not Crack),0.026397
23156,Positive(Crack) ,0.999854
23157,Negative (Not Crack),0.051105
23158,Positive(Crack) ,0.960452
23159,Negative (Not Crack),0.047808
23160,Positive(Crack) ,0.994998
23161,Negative (Not Crack),0.041031
23162,Negative (Not Crack),0.08147
23163,Negative (Not Crack),0.044971
23164,Positive(Crack) ,0.999964
23165,Negative (Not Crack),0.125575
23166,Positive(Crack) ,0.999717
23167,Negative (Not Crack),0.067676
23168,Positive(Crack) ,0.999981
23169,Negative (Not Crack),0.079663
23170,Positive(Crack) ,0.81707
23171,Negative (Not Crack),0.03711
23172,Positive(Crack) ,0.999999
23173,Negative (Not Crack),0.061767
23174,Positive(Crack) ,0.966803
23175,Negative (Not Crack),0.058928
23176,Positive(Crack) ,0.999744
23177,Negative (Not Crack),0.032423
23178,Negative (Not Crack),0.336652
23179,Negative (Not Crack),0.037
23180,Positive(Crack) ,0.999994
23181,Negative (Not Crack),0.036887
23182,Positive(Crack) ,0.999983
23183,Negative (Not Crack),0.047396
23184,Positive(Crack) ,0.994744
23185,Negative (Not Crack),0.074739
23186,Positive(Crack) ,0.999995
23187,Negative (Not Crack),0.068774
23188,Positive(Crack) ,0.999657
23189,Negative (Not Crack),0.089429
23190,Positive(Crack) ,0.999633
23191,Negative (Not Crack),0.097296
23192,Positive(Crack) ,0.999989
23193,Negative (Not Crack),0.042172
23194,Positive(Crack) ,1
23195,Negative (Not Crack),0.074535
23196,Positive(Crack) ,0.997981
23197,Negative (Not Crack),0.04798
23198,Positive(Crack) ,0.989439
23199,Negative (Not Crack),0.080264
23200,Positive(Crack) ,1
23201,Negative (Not Crack),0.061088
23202,Positive(Crack) ,1
23203,Negative (Not Crack),0.043505
23204,Positive(Crack) ,0.999998
23205,Negative (Not Crack),0.038566
23206,Positive(Crack) ,1
23207,Negative (Not Crack),0.097547
23208,Positive(Crack) ,1
23209,Negative (Not Crack),0.059246
23210,Positive(Crack) ,0.967841
23211,Negative (Not Crack),0.0427
23212,Positive(Crack) ,0.999961
23213,Negative (Not Crack),0.064558
23214,Positive(Crack) ,0.998351
23215,Negative (Not Crack),0.04538
23216,Positive(Crack) ,0.999926
23217,Negative (Not Crack),0.060757
23218,Positive(Crack) ,1
23219,Negative (Not Crack),0.183785
23220,Positive(Crack) ,0.999835
23221,Negative (Not Crack),0.255982
23222,Positive(Crack) ,0.99997
23223,Negative (Not Crack),0.053063
23224,Positive(Crack) ,0.998576
23225,Negative (Not Crack),0.044388
23226,Positive(Crack) ,0.999298
23227,Negative (Not Crack),0.041122
23228,Positive(Crack) ,0.999966
23229,Negative (Not Crack),0.040253
23230,Positive(Crack) ,1
23231,Negative (Not Crack),0.096062
23232,Positive(Crack) ,0.999984
23233,Negative (Not Crack),0.038691
23234,Positive(Crack) ,0.996529
23235,Negative (Not Crack),0.067476
23236,Positive(Crack) ,0.999242
23237,Negative (Not Crack),0.157704
23238,Positive(Crack) ,1
23239,Negative (Not Crack),0.040022
23240,Positive(Crack) ,0.99972
23241,Negative (Not Crack),0.055421
23242,Positive(Crack) ,0.999462
23243,Negative (Not Crack),0.290204
23244,Negative (Not Crack),0.33751
23245,Negative (Not Crack),0.09171
23246,Positive(Crack) ,0.999999
23247,Negative (Not Crack),0.031472
23248,Positive(Crack) ,0.983328
23249,Negative (Not Crack),0.049383
23250,Positive(Crack) ,1
23251,Negative (Not Crack),0.028474
23252,Positive(Crack) ,0.989675
23253,Negative (Not Crack),0.055894
23254,Positive(Crack) ,0.996648
23255,Negative (Not Crack),0.043763
23256,Positive(Crack) ,0.999883
23257,Negative (Not Crack),0.043313
23258,Positive(Crack) ,0.986706
23259,Negative (Not Crack),0.057338
23260,Positive(Crack) ,0.755962
23261,Negative (Not Crack),0.031281
23262,Negative (Not Crack),0.387061
23263,Negative (Not Crack),0.050759
23264,Positive(Crack) ,0.999999
23265,Negative (Not Crack),0.439368
23266,Positive(Crack) ,1
23267,Negative (Not Crack),0.038332
23268,Positive(Crack) ,0.950212
23269,Negative (Not Crack),0.040991
23270,Positive(Crack) ,0.918408
23271,Negative (Not Crack),0.045997
23272,Positive(Crack) ,0.999276
23273,Negative (Not Crack),0.032165
23274,Positive(Crack) ,1
23275,Negative (Not Crack),0.061351
23276,Positive(Crack) ,0.999998
23277,Negative (Not Crack),0.038563
23278,Positive(Crack) ,0.999993
23279,Negative (Not Crack),0.050943
23280,Positive(Crack) ,0.998241
23281,Negative (Not Crack),0.045641
23282,Positive(Crack) ,1
23283,Negative (Not Crack),0.074274
23284,Positive(Crack) ,0.999813
23285,Negative (Not Crack),0.047076
23286,Positive(Crack) ,0.999997
23287,Negative (Not Crack),0.040067
23288,Positive(Crack) ,0.999995
23289,Negative (Not Crack),0.037677
23290,Positive(Crack) ,0.882553
23291,Negative (Not Crack),0.077845
23292,Positive(Crack) ,0.999996
23293,Negative (Not Crack),0.070647
23294,Positive(Crack) ,1
23295,Negative (Not Crack),0.070334
23296,Positive(Crack) ,0.999998
23297,Negative (Not Crack),0.069944
23298,Positive(Crack) ,1
23299,Negative (Not Crack),0.0313
23300,Positive(Crack) ,1
23301,Negative (Not Crack),0.049277
23302,Positive(Crack) ,0.976454
23303,Negative (Not Crack),0.052653
23304,Positive(Crack) ,0.99999
23305,Negative (Not Crack),0.053964
23306,Positive(Crack) ,1
23307,Negative (Not Crack),0.10078
23308,Positive(Crack) ,0.99956
23309,Negative (Not Crack),0.03655
23310,Positive(Crack) ,0.730389
23311,Negative (Not Crack),0.040996
23312,Positive(Crack) ,0.621052
23313,Negative (Not Crack),0.047454
23314,Positive(Crack) ,1
23315,Negative (Not Crack),0.047577
23316,Positive(Crack) ,0.73414
23317,Negative (Not Crack),0.043709
23318,Positive(Crack) ,0.999694
23319,Negative (Not Crack),0.065149
23320,Positive(Crack) ,0.999158
23321,Negative (Not Crack),0.04256
23322,Positive(Crack) ,0.998703
23323,Negative (Not Crack),0.02649
23324,Positive(Crack) ,0.999991
23325,Negative (Not Crack),0.040635
23326,Positive(Crack) ,0.779943
23327,Negative (Not Crack),0.096422
23328,Positive(Crack) ,0.993934
23329,Negative (Not Crack),0.049395
23330,Positive(Crack) ,0.924021
23331,Negative (Not Crack),0.114889
23332,Positive(Crack) ,0.646151
23333,Negative (Not Crack),0.1091
23334,Positive(Crack) ,1
23335,Negative (Not Crack),0.085779
23336,Positive(Crack) ,0.998477
23337,Negative (Not Crack),0.076438
23338,Positive(Crack) ,1
23339,Negative (Not Crack),0.043633
23340,Positive(Crack) ,0.999996
23341,Negative (Not Crack),0.037718
23342,Positive(Crack) ,0.997262
23343,Negative (Not Crack),0.029189
23344,Positive(Crack) ,0.99999
23345,Negative (Not Crack),0.042674
23346,Positive(Crack) ,0.999792
23347,Negative (Not Crack),0.04573
23348,Positive(Crack) ,0.999971
23349,Negative (Not Crack),0.038433
23350,Positive(Crack) ,0.999996
23351,Negative (Not Crack),0.049457
23352,Positive(Crack) ,0.999998
23353,Negative (Not Crack),0.042521
23354,Positive(Crack) ,0.999997
23355,Negative (Not Crack),0.075557
23356,Positive(Crack) ,0.999246
23357,Negative (Not Crack),0.051663
23358,Positive(Crack) ,0.989005
23359,Negative (Not Crack),0.045989
23360,Positive(Crack) ,0.999979
23361,Negative (Not Crack),0.049806
23362,Positive(Crack) ,0.984194
23363,Negative (Not Crack),0.037027
23364,Positive(Crack) ,0.999771
23365,Negative (Not Crack),0.028626
23366,Positive(Crack) ,0.998415
23367,Negative (Not Crack),0.04387
23368,Positive(Crack) ,0.993976
23369,Negative (Not Crack),0.029552
23370,Positive(Crack) ,1
23371,Negative (Not Crack),0.049945
23372,Positive(Crack) ,1
23373,Negative (Not Crack),0.050871
23374,Positive(Crack) ,0.999849
23375,Negative (Not Crack),0.061909
23376,Positive(Crack) ,0.999997
23377,Negative (Not Crack),0.306589
23378,Positive(Crack) ,0.999999
23379,Negative (Not Crack),0.068907
23380,Positive(Crack) ,0.999933
23381,Negative (Not Crack),0.064299
23382,Positive(Crack) ,0.999954
23383,Negative (Not Crack),0.121149
23384,Positive(Crack) ,0.998945
23385,Negative (Not Crack),0.047564
23386,Positive(Crack) ,0.99959
23387,Negative (Not Crack),0.052178
23388,Positive(Crack) ,0.999985
23389,Negative (Not Crack),0.057726
23390,Positive(Crack) ,0.999981
23391,Negative (Not Crack),0.041942
23392,Positive(Crack) ,0.999926
23393,Negative (Not Crack),0.071962
23394,Positive(Crack) ,0.999803
23395,Negative (Not Crack),0.106699
23396,Positive(Crack) ,0.999988
23397,Negative (Not Crack),0.08283
23398,Positive(Crack) ,0.76035
23399,Negative (Not Crack),0.188263
23400,Positive(Crack) ,0.999999
23401,Negative (Not Crack),0.059016
23402,Positive(Crack) ,0.997013
23403,Negative (Not Crack),0.049742
23404,Positive(Crack) ,0.994238
23405,Negative (Not Crack),0.080108
23406,Positive(Crack) ,0.996781
23407,Negative (Not Crack),0.079035
23408,Positive(Crack) ,0.999999
23409,Negative (Not Crack),0.071985
23410,Positive(Crack) ,0.99591
23411,Negative (Not Crack),0.217765
23412,Positive(Crack) ,0.999998
23413,Negative (Not Crack),0.043494
23414,Positive(Crack) ,0.999129
23415,Negative (Not Crack),0.067173
23416,Positive(Crack) ,0.999946
23417,Negative (Not Crack),0.101116
23418,Positive(Crack) ,0.90182
23419,Negative (Not Crack),0.086873
23420,Positive(Crack) ,1
23421,Negative (Not Crack),0.078987
23422,Positive(Crack) ,0.99848
23423,Negative (Not Crack),0.042351
23424,Positive(Crack) ,0.999996
23425,Negative (Not Crack),0.075052
23426,Positive(Crack) ,1
23427,Negative (Not Crack),0.127287
23428,Positive(Crack) ,0.987402
23429,Negative (Not Crack),0.043551
23430,Positive(Crack) ,0.99461
23431,Negative (Not Crack),0.044459
23432,Positive(Crack) ,0.997603
23433,Negative (Not Crack),0.036774
23434,Positive(Crack) ,0.973282
23435,Negative (Not Crack),0.054609
23436,Positive(Crack) ,1
23437,Negative (Not Crack),0.039312
23438,Positive(Crack) ,0.999899
23439,Negative (Not Crack),0.044781
23440,Positive(Crack) ,0.999676
23441,Negative (Not Crack),0.044695
23442,Positive(Crack) ,0.99462
23443,Negative (Not Crack),0.062003
23444,Positive(Crack) ,0.982939
23445,Negative (Not Crack),0.12982
23446,Positive(Crack) ,0.999899
23447,Negative (Not Crack),0.030808
23448,Negative (Not Crack),0.403135
23449,Negative (Not Crack),0.03137
23450,Positive(Crack) ,0.545223
23451,Negative (Not Crack),0.033574
23452,Positive(Crack) ,0.999993
23453,Negative (Not Crack),0.071091
23454,Positive(Crack) ,0.683432
23455,Negative (Not Crack),0.090093
23456,Positive(Crack) ,0.999924
23457,Negative (Not Crack),0.133762
23458,Positive(Crack) ,0.999999
23459,Negative (Not Crack),0.043714
23460,Positive(Crack) ,0.999968
23461,Negative (Not Crack),0.032246
23462,Positive(Crack) ,0.930309
23463,Negative (Not Crack),0.115259
23464,Positive(Crack) ,0.630778
23465,Negative (Not Crack),0.035234
23466,Positive(Crack) ,0.991288
23467,Negative (Not Crack),0.037226
23468,Negative (Not Crack),0.440012
23469,Negative (Not Crack),0.121172
23470,Positive(Crack) ,0.999989
23471,Negative (Not Crack),0.062543
23472,Positive(Crack) ,0.999664
23473,Positive(Crack) ,0.630594
23474,Positive(Crack) ,0.999568
23475,Negative (Not Crack),0.083863
23476,Positive(Crack) ,0.999999
23477,Negative (Not Crack),0.04915
23478,Positive(Crack) ,0.9887
23479,Negative (Not Crack),0.062267
23480,Positive(Crack) ,0.999979
23481,Negative (Not Crack),0.048097
23482,Positive(Crack) ,1
23483,Negative (Not Crack),0.039503
23484,Positive(Crack) ,1
23485,Negative (Not Crack),0.093774
23486,Positive(Crack) ,0.99625
23487,Negative (Not Crack),0.02922
23488,Positive(Crack) ,1
23489,Negative (Not Crack),0.173874
23490,Positive(Crack) ,0.997027
23491,Negative (Not Crack),0.05498
23492,Positive(Crack) ,0.999968
23493,Negative (Not Crack),0.041756
23494,Positive(Crack) ,0.99995
23495,Negative (Not Crack),0.024073
23496,Positive(Crack) ,0.9998
23497,Negative (Not Crack),0.05033
23498,Positive(Crack) ,0.80757
23499,Negative (Not Crack),0.042557
23500,Positive(Crack) ,0.995004
23501,Negative (Not Crack),0.033279
23502,Positive(Crack) ,0.999591
23503,Negative (Not Crack),0.465946
23504,Positive(Crack) ,0.973845
23505,Negative (Not Crack),0.032039
23506,Positive(Crack) ,1
23507,Negative (Not Crack),0.035891
23508,Positive(Crack) ,0.736021
23509,Negative (Not Crack),0.026803
23510,Positive(Crack) ,0.999595
23511,Negative (Not Crack),0.172782
23512,Positive(Crack) ,0.999998
23513,Negative (Not Crack),0.048179
23514,Positive(Crack) ,0.999997
23515,Negative (Not Crack),0.127556
23516,Positive(Crack) ,0.99975
23517,Negative (Not Crack),0.049804
23518,Positive(Crack) ,0.999968
23519,Negative (Not Crack),0.046413
23520,Positive(Crack) ,0.999997
23521,Negative (Not Crack),0.06028
23522,Positive(Crack) ,0.996849
23523,Negative (Not Crack),0.088232
23524,Positive(Crack) ,0.999615
23525,Negative (Not Crack),0.04197
23526,Positive(Crack) ,0.999984
23527,Negative (Not Crack),0.033535
23528,Positive(Crack) ,0.998483
23529,Negative (Not Crack),0.066773
23530,Positive(Crack) ,0.767957
23531,Negative (Not Crack),0.050761
23532,Positive(Crack) ,0.999904
23533,Negative (Not Crack),0.06051
23534,Positive(Crack) ,0.934479
23535,Negative (Not Crack),0.043761
23536,Positive(Crack) ,1
23537,Negative (Not Crack),0.036122
23538,Positive(Crack) ,0.996493
23539,Negative (Not Crack),0.272718
23540,Negative (Not Crack),0.455807
23541,Negative (Not Crack),0.052816
23542,Positive(Crack) ,0.999999
23543,Negative (Not Crack),0.044312
23544,Positive(Crack) ,0.999687
23545,Negative (Not Crack),0.051993
23546,Positive(Crack) ,0.999418
23547,Negative (Not Crack),0.063031
23548,Positive(Crack) ,0.984749
23549,Negative (Not Crack),0.162051
23550,Positive(Crack) ,0.999998
23551,Negative (Not Crack),0.035423
23552,Positive(Crack) ,1
23553,Negative (Not Crack),0.077103
23554,Positive(Crack) ,0.999859
23555,Negative (Not Crack),0.029629
23556,Positive(Crack) ,0.99954
23557,Negative (Not Crack),0.111086
23558,Positive(Crack) ,1
23559,Negative (Not Crack),0.037114
23560,Positive(Crack) ,0.986071
23561,Negative (Not Crack),0.076187
23562,Positive(Crack) ,0.999996
23563,Negative (Not Crack),0.046791
23564,Positive(Crack) ,0.999989
23565,Negative (Not Crack),0.081482
23566,Positive(Crack) ,0.99999
23567,Negative (Not Crack),0.049883
23568,Negative (Not Crack),0.154511
23569,Negative (Not Crack),0.030858
23570,Positive(Crack) ,0.999988
23571,Negative (Not Crack),0.113329
23572,Positive(Crack) ,1
23573,Negative (Not Crack),0.084465
23574,Positive(Crack) ,1
23575,Negative (Not Crack),0.064181
23576,Positive(Crack) ,0.938193
23577,Negative (Not Crack),0.054562
23578,Positive(Crack) ,0.999996
23579,Negative (Not Crack),0.056537
23580,Positive(Crack) ,1
23581,Negative (Not Crack),0.053028
23582,Positive(Crack) ,1
23583,Negative (Not Crack),0.172785
23584,Positive(Crack) ,0.99451
23585,Negative (Not Crack),0.054638
23586,Positive(Crack) ,0.999998
23587,Negative (Not Crack),0.054747
23588,Positive(Crack) ,0.999995
23589,Negative (Not Crack),0.053854
23590,Positive(Crack) ,0.999993
23591,Negative (Not Crack),0.043132
23592,Positive(Crack) ,1
23593,Negative (Not Crack),0.049215
23594,Positive(Crack) ,0.999941
23595,Negative (Not Crack),0.37919
23596,Positive(Crack) ,0.999997
23597,Negative (Not Crack),0.066246
23598,Positive(Crack) ,0.999847
23599,Negative (Not Crack),0.046633
23600,Positive(Crack) ,0.999998
23601,Negative (Not Crack),0.052587
23602,Positive(Crack) ,0.996302
23603,Negative (Not Crack),0.186271
23604,Positive(Crack) ,0.973572
23605,Negative (Not Crack),0.053263
23606,Positive(Crack) ,1
23607,Negative (Not Crack),0.047919
23608,Positive(Crack) ,0.999993
23609,Negative (Not Crack),0.037987
23610,Positive(Crack) ,1
23611,Negative (Not Crack),0.090912
23612,Positive(Crack) ,1
23613,Negative (Not Crack),0.066671
23614,Positive(Crack) ,0.999764
23615,Negative (Not Crack),0.028622
23616,Positive(Crack) ,0.999972
23617,Negative (Not Crack),0.058468
23618,Positive(Crack) ,0.999989
23619,Negative (Not Crack),0.100647
23620,Positive(Crack) ,0.999553
23621,Negative (Not Crack),0.036875
23622,Positive(Crack) ,1
23623,Negative (Not Crack),0.046863
23624,Positive(Crack) ,0.999989
23625,Negative (Not Crack),0.063627
23626,Positive(Crack) ,0.999889
23627,Negative (Not Crack),0.081411
23628,Positive(Crack) ,0.978855
23629,Negative (Not Crack),0.040737
23630,Positive(Crack) ,0.999997
23631,Negative (Not Crack),0.388004
23632,Positive(Crack) ,0.966316
23633,Negative (Not Crack),0.052826
23634,Positive(Crack) ,0.997883
23635,Negative (Not Crack),0.044231
23636,Negative (Not Crack),0.479514
23637,Negative (Not Crack),0.099114
23638,Positive(Crack) ,0.999953
23639,Negative (Not Crack),0.033716
23640,Positive(Crack) ,0.999998
23641,Negative (Not Crack),0.051928
23642,Negative (Not Crack),0.27738
23643,Negative (Not Crack),0.031159
23644,Positive(Crack) ,0.682019
23645,Negative (Not Crack),0.052529
23646,Positive(Crack) ,0.999996
23647,Negative (Not Crack),0.055597
23648,Positive(Crack) ,0.99625
23649,Negative (Not Crack),0.049699
23650,Positive(Crack) ,1
23651,Negative (Not Crack),0.079675
23652,Positive(Crack) ,0.966803
23653,Negative (Not Crack),0.077664
23654,Positive(Crack) ,0.99857
23655,Negative (Not Crack),0.0527
23656,Positive(Crack) ,0.999996
23657,Negative (Not Crack),0.049702
23658,Positive(Crack) ,0.999939
23659,Negative (Not Crack),0.046457
23660,Positive(Crack) ,0.999999
23661,Negative (Not Crack),0.064442
23662,Positive(Crack) ,1
23663,Negative (Not Crack),0.046277
23664,Positive(Crack) ,0.999858
23665,Negative (Not Crack),0.049437
23666,Positive(Crack) ,0.929438
23667,Negative (Not Crack),0.061273
23668,Positive(Crack) ,0.999999
23669,Negative (Not Crack),0.047645
23670,Positive(Crack) ,0.919773
23671,Negative (Not Crack),0.056128
23672,Positive(Crack) ,0.999999
23673,Negative (Not Crack),0.08454
23674,Positive(Crack) ,0.999997
23675,Negative (Not Crack),0.098568
23676,Positive(Crack) ,0.999727
23677,Negative (Not Crack),0.095511
23678,Positive(Crack) ,1
